start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
0,5,7,1,2,3,2
0,5,0,1,2,3,2
0,5,7,1,2,4,3
0,5,0,1,2,4,3
0,5,7,2,3,4,2
0,5,0,2,3,4,2
0,5,7,2,3,5,3
0,5,0,2,3,5,3
0,1,0,14,15,16,2
0,1,7,14,15,16,2
0,1,0,14,15,17,3
0,1,7,14,15,17,3
0,1,0,15,16,17,2
0,1,7,15,16,17,2
0,1,0,15,16,18,3
0,1,7,15,16,18,3
0,6,7,12,13,14,2
0,6,0,12,13,14,2
0,6,7,12,13,15,3
0,6,0,12,13,15,3
0,6,7,13,14,15,2
0,6,0,13,14,15,2
0,6,7,13,14,16,3
0,6,0,13,14,16,3
0,5,7,1,3,4,3
0,5,0,1,3,4,3
0,1,0,13,15,16,3
0,1,7,13,15,16,3
0,1,0,14,16,17,3
0,1,7,14,16,17,3
0,6,7,11,13,14,3
0,6,0,11,13,14,3
0,6,7,12,14,15,3
0,6,0,12,14,15,3
