start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
0,5,0,1,2,3,2
0,5,8,1,2,3,2
0,5,0,1,2,4,3
0,5,8,1,2,4,3
0,5,0,2,3,4,2
0,5,8,2,3,4,2
0,5,0,2,3,5,3
0,5,8,2,3,5,3
0,6,8,3,4,5,2
0,6,0,3,4,5,2
0,6,8,3,4,6,3
0,6,0,3,4,6,3
0,6,8,4,5,6,2
0,6,0,4,5,6,2
0,6,8,4,5,7,3
0,6,0,4,5,7,3
0,1,8,14,15,16,2
0,1,0,14,15,16,2
0,1,8,14,15,17,3
0,1,0,14,15,17,3
0,1,8,15,16,17,2
0,1,0,15,16,17,2
0,1,8,15,16,18,3
0,1,0,15,16,18,3
0,5,0,1,3,4,3
0,5,8,1,3,4,3
0,6,8,2,4,5,3
0,6,0,2,4,5,3
0,6,8,3,5,6,3
0,6,0,3,5,6,3
0,1,8,13,15,16,3
0,1,0,13,15,16,3
0,1,8,14,16,17,3
0,1,0,14,16,17,3
